CompetitorNumber,CompetitorName,DogName,CountryCode,IntermediateTime1,IntermediateTime2,IntermediateTime3,FinishTime,FaultCount,RefusalCount,IsEliminated,Placement
448,Name0448,Dog0448,NL,13.249,32.907,43.898,53.463,5,5,False,677
164,Name0164,Dog0164,NL,7.859,20.164,38.400,53.534,5,5,False,678
889,Name0889,Dog0889,NL,19.785,35.963,40.122,53.589,5,5,False,679
919,Name0919,Dog0919,NL,19.565,38.167,48.920,53.620,5,5,False,680
219,Name0219,Dog0219,NL,18.473,26.384,43.165,53.747,5,5,False,681
228,Name0228,Dog0228,NL,11.878,29.069,41.915,53.748,5,5,False,682
560,Name0560,Dog0560,NL,8.564,16.863,36.384,53.769,5,5,False,683
857,Name0857,Dog0857,NL,14.019,29.023,41.131,53.769,5,5,False,683
586,Name0586,Dog0586,NL,7.921,22.422,40.005,53.789,5,5,False,684
537,Name0537,Dog0537,NL,11.673,28.840,37.043,53.792,5,5,False,685
610,Name0610,Dog0610,NL,19.388,30.802,48.740,53.802,5,5,False,686
17,Name0017,Dog0017,NL,11.092,25.237,43.780,53.806,5,5,False,687
304,Name0304,Dog0304,NL,13.062,26.490,45.909,53.839,5,5,False,688
265,Name0265,Dog0265,NL,13.729,32.065,42.502,53.843,5,5,False,689
707,Name0707,Dog0707,NL,18.873,35.292,41.273,53.864,5,5,False,690
470,Name0470,Dog0470,NL,4.175,23.340,40.932,53.866,5,5,False,691
271,Name0271,Dog0271,NL,13.815,19.662,36.942,53.869,5,5,False,692
165,Name0165,Dog0165,NL,11.021,30.213,39.570,53.901,5,5,False,693
13,Name0013,Dog0013,NL,7.834,25.926,43.155,53.906,5,5,False,694
641,Name0641,Dog0641,NL,14.917,19.683,34.308,53.916,5,5,False,695
737,Name0737,Dog0737,NL,17.902,27.029,35.759,53.968,5,5,False,696
78,Name0078,Dog0078,NL,19.147,32.369,49.522,54.022,5,5,False,697
83,Name0083,Dog0083,NL,14.399,32.731,44.881,54.180,5,5,False,698
639,Name0639,Dog0639,NL,14.097,24.052,39.565,54.211,5,5,False,699
382,Name0382,Dog0382,NL,11.057,24.675,41.985,54.217,5,5,False,700
561,Name0561,Dog0561,NL,14.933,27.764,45.719,54.223,5,5,False,701
793,Name0793,Dog0793,NL,18.600,29.606,42.411,54.225,5,5,False,702
879,Name0879,Dog0879,NL,19.656,25.886,34.595,54.231,5,5,False,703
670,Name0670,Dog0670,NL,15.323,30.563,42.528,54.254,5,5,False,704
539,Name0539,Dog0539,NL,7.274,26.627,41.248,54.258,5,5,False,705
592,Name0592,Dog0592,NL,18.216,28.978,43.724,54.299,5,5,False,706
816,Name0816,Dog0816,NL,14.820,22.615,37.727,54.308,5,5,False,707
393,Name0393,Dog0393,NL,19.640,38.872,47.800,54.369,5,5,False,708
847,Name0847,Dog0847,NL,17.480,24.092,42.997,54.375,5,5,False,709
211,Name0211,Dog0211,NL,19.229,24.184,43.507,54.451,5,5,False,710
310,Name0310,Dog0310,NL,17.786,33.498,50.737,54.481,5,5,False,711
511,Name0511,Dog0511,NL,16.974,30.479,43.735,54.509,5,5,False,712
35,Name0035,Dog0035,NL,19.844,29.921,41.218,54.510,5,5,False,713
684,Name0684,Dog0684,NL,19.732,23.021,35.611,54.545,5,5,False,714
20,Name0020,Dog0020,NL,18.018,27.422,43.647,54.568,5,5,False,715
989,Name0989,Dog0989,NL,7.190,23.571,37.726,54.586,5,5,False,716
778,Name0778,Dog0778,NL,12.427,31.421,35.319,54.616,5,5,False,717
931,Name0931,Dog0931,NL,14.733,24.522,41.763,54.620,5,5,False,718
62,Name0062,Dog0062,NL,6.345,24.166,40.138,54.624,5,5,False,719
833,Name0833,Dog0833,NL,12.821,30.717,49.915,54.740,5,5,False,720
721,Name0721,Dog0721,NL,16.206,33.197,39.963,54.759,5,5,False,721
364,Name0364,Dog0364,NL,17.727,35.419,41.585,54.776,5,5,False,722
993,Name0993,Dog0993,NL,10.876,27.378,42.518,54.860,5,5,False,723
848,Name0848,Dog0848,NL,10.192,28.251,43.460,54.990,5,5,False,724
339,Name0339,Dog0339,NL,19.277,30.571,47.024,55.072,5,5,False,725
849,Name0849,Dog0849,NL,19.014,27.748,36.347,55.113,5,5,False,726
956,Name0956,Dog0956,NL,15.933,33.148,51.306,55.114,5,5,False,727
472,Name0472,Dog0472,NL,18.075,25.936,37.878,55.152,5,5,False,728
894,Name0894,Dog0894,NL,15.520,32.235,35.861,55.247,5,5,False,729
259,Name0259,Dog0259,NL,14.166,33.778,37.839,55.288,5,5,False,730
173,Name0173,Dog0173,NL,4.063,21.832,38.839,55.300,5,5,False,731
311,Name0311,Dog0311,NL,13.071,32.314,52.155,55.341,5,5,False,732
548,Name0548,Dog0548,NL,10.690,25.404,39.431,55.357,5,5,False,733
608,Name0608,Dog0608,NL,17.936,32.482,51.292,55.374,5,5,False,734
74,Name0074,Dog0074,NL,18.697,26.318,41.804,55.454,5,5,False,735
854,Name0854,Dog0854,NL,18.200,30.919,49.958,55.463,5,5,False,736
712,Name0712,Dog0712,NL,13.750,21.838,38.583,55.472,5,5,False,737
72,Name0072,Dog0072,NL,11.998,19.114,38.805,55.513,5,5,False,738
768,Name0768,Dog0768,NL,10.947,28.795,46.849,55.614,5,5,False,739
487,Name0487,Dog0487,NL,10.294,27.309,40.311,55.616,5,5,False,740
822,Name0822,Dog0822,NL,19.344,37.840,47.939,55.643,5,5,False,741
234,Name0234,Dog0234,NL,12.945,26.724,41.828,55.650,5,5,False,742
842,Name0842,Dog0842,NL,17.406,33.356,42.748,55.694,5,5,False,743
603,Name0603,Dog0603,NL,6.237,26.228,41.930,55.704,5,5,False,744
269,Name0269,Dog0269,NL,11.894,31.278,37.544,55.719,5,5,False,745
9,Name0009,Dog0009,NL,13.854,27.268,47.205,55.937,5,5,False,746
424,Name0424,Dog0424,NL,18.616,37.086,42.700,55.947,5,5,False,747
183,Name0183,Dog0183,NL,9.124,26.355,40.691,55.956,5,5,False,748
981,Name0981,Dog0981,NL,15.863,26.280,42.924,55.974,5,5,False,749
112,Name0112,Dog0112,NL,14.684,31.768,44.684,55.994,5,5,False,750
255,Name0255,Dog0255,NL,13.548,32.279,44.393,56.042,5,5,False,751
544,Name0544,Dog0544,NL,5.192,19.389,36.993,56.071,5,5,False,752
68,Name0068,Dog0068,NL,17.983,22.986,36.763,56.151,5,5,False,753
970,Name0970,Dog0970,NL,13.925,33.500,37.038,56.270,5,5,False,754
56,Name0056,Dog0056,NL,12.249,19.926,38.910,56.288,5,5,False,755
825,Name0825,Dog0825,NL,18.166,21.693,38.111,56.346,5,5,False,756
826,Name0826,Dog0826,NL,18.166,21.693,38.111,56.346,5,5,False,756
100,Name0100,Dog0100,NL,12.019,18.091,37.889,56.356,5,5,False,757
209,Name0209,Dog0209,NL,7.756,26.448,42.946,56.363,5,5,False,758
882,Name0882,Dog0882,NL,18.625,32.643,50.538,56.443,5,5,False,759
622,Name0622,Dog0622,NL,14.151,27.973,37.574,56.547,5,5,False,760
309,Name0309,Dog0309,NL,16.221,29.849,39.087,56.768,5,5,False,761
941,Name0941,Dog0941,NL,12.274,20.011,39.914,56.778,5,5,False,762
222,Name0222,Dog0222,NL,3.464,19.496,39.086,56.821,5,5,False,763
176,Name0176,Dog0176,NL,10.375,20.307,38.461,56.978,5,5,False,764
105,Name0105,Dog0105,NL,13.586,32.759,42.930,57.055,5,5,False,765
914,Name0914,Dog0914,NL,10.196,28.660,42.189,57.055,5,5,False,765
32,Name0032,Dog0032,NL,6.306,23.611,41.490,57.199,5,5,False,766
581,Name0581,Dog0581,NL,5.857,25.824,40.325,57.210,5,5,False,767
221,Name0221,Dog0221,NL,19.166,26.102,44.382,57.319,5,5,False,768
387,Name0387,Dog0387,NL,16.062,30.264,40.900,57.368,5,5,False,769
856,Name0856,Dog0856,NL,17.299,36.272,40.972,57.428,5,5,False,770
552,Name0552,Dog0552,NL,14.946,22.023,40.394,57.442,5,5,False,771
108,Name0108,Dog0108,NL,19.575,35.372,42.520,57.471,5,5,False,772
450,Name0450,Dog0450,NL,19.403,29.382,46.842,57.561,5,5,False,773
451,Name0451,Dog0451,NL,19.403,29.382,46.842,57.561,5,5,False,773
347,Name0347,Dog0347,NL,13.627,30.300,44.277,57.574,5,5,False,774
564,Name0564,Dog0564,NL,3.210,22.081,41.681,57.603,5,5,False,775
969,Name0969,Dog0969,NL,13.820,33.298,43.196,57.615,5,5,False,776
979,Name0979,Dog0979,NL,14.515,24.786,44.460,57.640,5,5,False,777
248,Name0248,Dog0248,NL,13.299,26.945,46.197,57.766,5,5,False,778
807,Name0807,Dog0807,NL,15.886,34.189,46.728,57.884,5,5,False,779
852,Name0852,Dog0852,NL,19.976,34.690,48.284,57.941,5,5,False,780
232,Name0232,Dog0232,NL,18.496,32.828,49.502,58.017,5,5,False,781
986,Name0986,Dog0986,NL,19.800,35.301,52.467,58.074,5,5,False,782
162,Name0162,Dog0162,NL,19.450,23.676,38.162,58.120,5,5,False,783
906,Name0906,Dog0906,NL,10.744,26.370,44.072,58.228,5,5,False,784
843,Name0843,Dog0843,NL,9.507,25.215,44.293,58.334,5,5,False,785
427,Name0427,Dog0427,NL,13.794,26.557,41.588,58.408,5,5,False,786
357,Name0357,Dog0357,NL,15.852,31.813,50.269,58.449,5,5,False,787
964,Name0964,Dog0964,NL,15.147,29.284,41.184,58.474,5,5,False,788
430,Name0430,Dog0430,NL,15.081,32.361,41.846,58.521,5,5,False,789
949,Name0949,Dog0949,NL,13.161,30.562,38.668,58.576,5,5,False,790
467,Name0467,Dog0467,NL,13.112,27.452,43.633,58.683,5,5,False,791
477,Name0477,Dog0477,NL,16.467,34.131,46.900,58.750,5,5,False,792
158,Name0158,Dog0158,NL,12.265,24.179,39.933,58.795,5,5,False,793
157,Name0157,Dog0157,NL,19.722,25.002,42.506,58.840,5,5,False,794
384,Name0384,Dog0384,NL,18.641,32.651,41.839,59.013,5,5,False,795
322,Name0322,Dog0322,NL,8.830,23.253,42.977,59.039,5,5,False,796
437,Name0437,Dog0437,NL,17.266,34.898,44.210,59.285,5,5,False,797
590,Name0590,Dog0590,NL,11.154,21.947,39.989,59.331,5,5,False,798
340,Name0340,Dog0340,NL,17.541,36.297,51.694,59.481,5,5,False,799
817,Name0817,Dog0817,NL,18.223,34.087,45.106,59.487,5,5,False,800
107,Name0107,Dog0107,NL,9.493,29.218,41.993,59.491,5,5,False,801
135,Name0135,Dog0135,NL,15.192,34.014,53.206,59.525,5,5,False,802
332,Name0332,Dog0332,NL,13.273,22.230,41.253,59.536,5,5,False,803
709,Name0709,Dog0709,NL,7.007,26.539,40.906,59.553,5,5,False,804
515,Name0515,Dog0515,NL,13.094,29.154,44.594,59.564,5,5,False,805
428,Name0428,Dog0428,NL,19.874,32.414,52.187,59.599,5,5,False,806
438,Name0438,Dog0438,NL,14.026,24.485,41.598,59.617,5,5,False,807
626,Name0626,Dog0626,NL,13.631,30.100,43.055,59.630,5,5,False,808
141,Name0141,Dog0141,NL,5.643,25.538,43.626,59.693,5,5,False,809
527,Name0527,Dog0527,NL,7.098,24.218,40.081,59.730,5,5,False,810
758,Name0758,Dog0758,NL,13.051,26.099,41.976,59.878,5,5,False,811
507,Name0507,Dog0507,NL,12.342,28.856,41.159,59.986,5,5,False,812
240,Name0240,Dog0240,NL,17.915,29.753,48.546,60.074,5,5,False,813
805,Name0805,Dog0805,NL,9.376,23.984,41.346,60.410,5,5,False,814
474,Name0474,Dog0474,NL,16.440,26.571,42.605,60.441,5,5,False,815
987,Name0987,Dog0987,NL,15.216,33.831,53.568,60.490,5,5,False,816
632,Name0632,Dog0632,NL,15.978,27.321,41.038,60.575,5,5,False,817
391,Name0391,Dog0391,NL,14.216,33.187,46.148,60.624,5,5,False,818
530,Name0530,Dog0530,NL,15.258,32.844,41.312,60.697,5,5,False,819
683,Name0683,Dog0683,NL,14.723,24.938,43.950,60.748,5,5,False,820
296,Name0296,Dog0296,NL,11.732,25.040,42.646,60.766,5,5,False,821
812,Name0812,Dog0812,NL,4.779,21.219,41.035,60.876,5,5,False,822
948,Name0948,Dog0948,NL,6.020,24.939,43.812,61.132,5,5,False,823
264,Name0264,Dog0264,NL,18.172,27.769,41.999,61.154,5,5,False,824
541,Name0541,Dog0541,NL,16.014,30.709,46.533,61.242,5,5,False,825
82,Name0082,Dog0082,NL,19.522,37.698,48.791,61.319,5,5,False,826
762,Name0762,Dog0762,NL,18.629,35.920,53.345,61.390,5,5,False,827
555,Name0555,Dog0555,NL,12.347,30.859,43.931,61.457,5,5,False,828
362,Name0362,Dog0362,NL,16.087,31.836,48.970,61.511,5,5,False,829
651,Name0651,Dog0651,NL,18.356,28.853,43.983,61.526,5,5,False,830
473,Name0473,Dog0473,NL,12.080,26.800,44.245,61.894,5,5,False,831
863,Name0863,Dog0863,NL,15.489,34.289,44.283,61.939,5,5,False,832
637,Name0637,Dog0637,NL,16.318,32.792,49.449,62.052,5,5,False,833
711,Name0711,Dog0711,NL,11.353,31.238,49.898,62.198,5,5,False,834
457,Name0457,Dog0457,NL,19.197,38.245,52.943,62.442,5,5,False,835
625,Name0625,Dog0625,NL,16.868,36.044,47.382,62.461,5,5,False,836
767,Name0767,Dog0767,NL,12.623,27.295,44.283,62.677,5,5,False,837
689,Name0689,Dog0689,NL,12.327,29.672,48.631,62.783,5,5,False,838
566,Name0566,Dog0566,NL,13.640,32.526,47.391,62.900,5,5,False,839
643,Name0643,Dog0643,NL,19.512,38.931,56.638,62.917,5,5,False,840
80,Name0080,Dog0080,NL,12.364,30.958,44.098,63.028,5,5,False,841
412,Name0412,Dog0412,NL,13.244,31.889,50.581,63.055,5,5,False,842
567,Name0567,Dog0567,NL,17.533,35.028,47.900,63.112,5,5,False,843
998,Name0998,Dog0998,NL,19.061,36.981,47.720,63.224,5,5,False,844
946,Name0946,Dog0946,NL,11.731,27.682,43.746,63.243,5,5,False,845
386,Name0386,Dog0386,NL,19.688,38.189,50.096,63.361,5,5,False,846
968,Name0968,Dog0968,NL,18.203,36.269,49.407,63.432,5,5,False,847
292,Name0292,Dog0292,NL,12.937,32.881,47.417,63.535,5,5,False,848
820,Name0820,Dog0820,NL,17.488,35.186,45.678,63.640,5,5,False,849
207,Name0207,Dog0207,NL,13.952,25.632,44.229,64.010,5,5,False,850
954,Name0954,Dog0954,NL,18.550,29.508,49.097,64.237,5,5,False,851
900,Name0900,Dog0900,NL,13.681,29.399,48.280,64.272,5,5,False,852
124,Name0124,Dog0124,NL,8.416,27.673,47.278,64.586,5,5,False,853
779,Name0779,Dog0779,NL,19.110,33.957,46.005,64.628,5,5,False,854
718,Name0718,Dog0718,NL,18.726,25.964,45.268,64.771,5,5,False,855
494,Name0494,Dog0494,NL,14.714,33.513,50.209,64.880,5,5,False,856
595,Name0595,Dog0595,NL,19.379,36.400,56.150,64.935,5,5,False,857
556,Name0556,Dog0556,NL,10.935,30.441,49.152,64.990,5,5,False,858
231,Name0231,Dog0231,NL,19.112,38.495,54.841,65.023,5,5,False,859
172,Name0172,Dog0172,NL,11.715,26.582,45.957,65.107,5,5,False,860
596,Name0596,Dog0596,NL,13.328,28.364,48.122,65.372,5,5,False,861
771,Name0771,Dog0771,NL,14.292,33.448,51.485,65.605,5,5,False,862
138,Name0138,Dog0138,NL,7.757,27.653,46.275,65.876,5,5,False,863
745,Name0745,Dog0745,NL,16.485,34.937,47.298,65.926,5,5,False,864
181,Name0181,Dog0181,NL,10.837,29.690,47.633,66.195,5,5,False,865
664,Name0664,Dog0664,NL,16.741,30.781,49.247,66.298,5,5,False,866
633,Name0633,Dog0633,NL,16.802,34.762,51.995,66.443,5,5,False,867
39,Name0039,Dog0039,NL,16.226,32.355,48.528,66.604,5,5,False,868
966,Name0966,Dog0966,NL,18.268,35.431,47.138,66.722,5,5,False,869
563,Name0563,Dog0563,NL,15.041,31.271,48.427,66.924,5,5,False,870
685,Name0685,Dog0685,NL,16.726,35.381,55.311,67.247,5,5,False,871
559,Name0559,Dog0559,NL,11.919,31.214,51.054,67.291,5,5,False,872
73,Name0073,Dog0073,NL,18.739,37.958,51.732,67.654,5,5,False,873
118,Name0118,Dog0118,NL,18.552,34.416,49.611,68.120,5,5,False,874
506,Name0506,Dog0506,NL,17.320,30.324,48.683,68.333,5,5,False,875
175,Name0175,Dog0175,NL,15.460,33.202,51.466,68.785,5,5,False,876
11,Name0011,Dog0011,NL,18.758,37.388,53.504,69.008,5,5,False,877
260,Name0260,Dog0260,NL,19.188,37.272,56.757,70.063,5,5,False,878
342,Name0342,Dog0342,NL,18.898,36.564,56.343,70.414,5,5,False,879
892,Name0892,Dog0892,NL,18.288,37.170,55.943,70.889,5,5,False,880
281,Name0281,Dog0281,NL,5.480,11.625,15.090,18.112,5,5,True,881
156,Name0156,Dog0156,NL,8.522,11.985,19.367,23.930,5,5,True,882
131,Name0131,Dog0131,NL,3.834,14.603,18.302,24.163,5,5,True,883
335,Name0335,Dog0335,NL,6.934,18.350,21.617,27.503,5,5,True,884
31,Name0031,Dog0031,NL,8.833,16.873,22.281,27.806,5,5,True,885
761,Name0761,Dog0761,NL,3.133,10.233,18.349,29.928,5,5,True,886
680,Name0680,Dog0680,NL,3.619,11.985,23.354,30.047,5,5,True,887
995,Name0995,Dog0995,NL,6.051,15.727,22.568,30.702,5,5,True,888
963,Name0963,Dog0963,NL,4.790,8.370,16.401,31.422,5,5,True,889
468,Name0468,Dog0468,NL,5.808,20.376,24.429,31.526,5,5,True,890
442,Name0442,Dog0442,NL,8.318,22.693,25.806,32.355,5,5,True,891
570,Name0570,Dog0570,NL,10.822,18.522,28.873,32.502,5,5,True,892
308,Name0308,Dog0308,NL,3.416,15.590,26.842,33.207,5,5,True,893
756,Name0756,Dog0756,NL,4.504,16.407,24.284,33.939,5,5,True,894
34,Name0034,Dog0034,NL,3.582,15.395,24.673,34.025,5,5,True,895
318,Name0318,Dog0318,NL,7.285,15.464,28.569,34.154,5,5,True,896
617,Name0617,Dog0617,NL,10.073,14.530,25.895,34.523,5,5,True,897
999,Name0999,Dog0999,NL,9.470,14.016,21.471,35.102,5,5,True,898
395,Name0395,Dog0395,NL,4.441,20.842,28.916,35.261,5,5,True,899
486,Name0486,Dog0486,NL,8.959,17.195,27.653,35.926,5,5,True,900
139,Name0139,Dog0139,NL,4.113,11.845,16.735,36.464,5,5,True,901
85,Name0085,Dog0085,NL,4.102,9.559,18.457,36.519,5,5,True,902
702,Name0702,Dog0702,NL,6.909,16.693,26.180,36.606,5,5,True,903
827,Name0827,Dog0827,NL,13.149,17.945,29.520,36.630,5,5,True,904
772,Name0772,Dog0772,NL,4.106,14.738,21.644,36.781,5,5,True,905
881,Name0881,Dog0881,NL,5.384,14.271,26.062,36.852,5,5,True,906
272,Name0272,Dog0272,NL,7.640,16.986,30.946,37.176,5,5,True,907
744,Name0744,Dog0744,NL,3.393,10.563,24.521,37.444,5,5,True,908
153,Name0153,Dog0153,NL,3.594,12.106,30.541,37.551,5,5,True,909
883,Name0883,Dog0883,NL,15.839,18.867,27.105,37.698,5,5,True,910
830,Name0830,Dog0830,NL,15.245,18.689,30.822,38.935,5,5,True,911
8,Name0008,Dog0008,NL,7.827,17.458,31.403,39.431,5,5,True,912
665,Name0665,Dog0665,NL,5.452,21.284,27.490,39.889,5,5,True,913
419,Name0419,Dog0419,NL,14.285,19.027,32.098,40.052,5,5,True,914
50,Name0050,Dog0050,NL,3.231,19.576,24.275,40.149,5,5,True,915
388,Name0388,Dog0388,NL,15.985,20.106,28.422,40.491,5,5,True,916
730,Name0730,Dog0730,NL,14.323,21.692,32.297,40.549,5,5,True,917
27,Name0027,Dog0027,NL,7.494,12.812,22.959,41.082,5,5,True,918
597,Name0597,Dog0597,NL,3.911,15.210,28.318,41.143,5,5,True,919
642,Name0642,Dog0642,NL,9.287,16.010,33.272,41.357,5,5,True,920
656,Name0656,Dog0656,NL,9.805,23.435,29.697,41.744,5,5,True,921
976,Name0976,Dog0976,NL,4.742,22.443,28.345,41.788,5,5,True,922
52,Name0052,Dog0052,NL,12.222,22.126,32.090,41.976,5,5,True,923
967,Name0967,Dog0967,NL,18.360,22.102,29.126,42.714,5,5,True,924
210,Name0210,Dog0210,NL,11.395,16.994,33.450,42.727,5,5,True,925
786,Name0786,Dog0786,NL,4.997,18.273,37.102,42.906,5,5,True,926
655,Name0655,Dog0655,NL,4.551,12.578,31.380,42.951,5,5,True,927
377,Name0377,Dog0377,NL,4.492,14.199,26.961,43.052,5,5,True,928
346,Name0346,Dog0346,NL,9.162,15.109,29.139,43.245,5,5,True,929
249,Name0249,Dog0249,NL,7.424,15.298,34.310,43.266,5,5,True,930
316,Name0316,Dog0316,NL,12.931,24.341,30.519,43.301,5,5,True,931
257,Name0257,Dog0257,NL,9.954,21.767,39.588,43.332,5,5,True,932
241,Name0241,Dog0241,NL,8.922,21.637,35.287,43.366,5,5,True,933
813,Name0813,Dog0813,NL,7.728,14.743,32.518,44.430,5,5,True,934
675,Name0675,Dog0675,NL,18.535,21.787,39.641,44.702,5,5,True,935
676,Name0676,Dog0676,NL,18.535,21.787,39.641,44.702,5,5,True,935
368,Name0368,Dog0368,NL,7.794,12.765,29.137,45.234,5,5,True,936
624,Name0624,Dog0624,NL,10.783,25.652,30.062,46.023,5,5,True,937
452,Name0452,Dog0452,NL,16.157,19.618,31.561,46.428,5,5,True,938
886,Name0886,Dog0886,NL,3.241,14.940,32.815,46.909,5,5,True,939
237,Name0237,Dog0237,NL,12.641,25.393,29.162,46.949,5,5,True,940
839,Name0839,Dog0839,NL,9.217,22.647,35.652,47.504,5,5,True,941
411,Name0411,Dog0411,NL,12.999,24.852,33.759,47.564,5,5,True,942
4,Name0004,Dog0004,NL,10.213,26.076,40.541,47.801,5,5,True,943
327,Name0327,Dog0327,NL,15.749,23.839,30.720,48.655,5,5,True,944
344,Name0344,Dog0344,NL,7.629,25.930,29.514,48.831,5,5,True,945
177,Name0177,Dog0177,NL,12.343,27.265,34.656,48.939,5,5,True,946
379,Name0379,Dog0379,NL,8.230,17.911,29.424,49.293,5,5,True,947
691,Name0691,Dog0691,NL,5.851,19.210,34.862,49.469,5,5,True,948
261,Name0261,Dog0261,NL,12.220,30.712,44.327,49.748,5,5,True,949
616,Name0616,Dog0616,NL,19.367,33.070,36.430,49.880,5,5,True,950
516,Name0516,Dog0516,NL,6.952,23.440,35.799,50.370,5,5,True,951
489,Name0489,Dog0489,NL,13.929,27.451,39.110,50.687,5,5,True,952
583,Name0583,Dog0583,NL,17.632,26.211,46.070,50.883,5,5,True,953
926,Name0926,Dog0926,NL,13.393,32.818,36.126,51.167,5,5,True,954
223,Name0223,Dog0223,NL,17.551,25.911,43.397,51.334,5,5,True,955
110,Name0110,Dog0110,NL,15.775,20.350,35.388,51.826,5,5,True,956
893,Name0893,Dog0893,NL,14.327,25.378,42.543,52.001,5,5,True,957
2,Name0002,Dog0002,NL,9.113,26.823,42.662,52.759,5,5,True,958
654,Name0654,Dog0654,NL,14.612,26.390,44.631,52.952,5,5,True,959
466,Name0466,Dog0466,NL,12.459,30.227,46.965,53.042,5,5,True,960
824,Name0824,Dog0824,NL,8.759,19.176,34.062,53.385,5,5,True,961
896,Name0896,Dog0896,NL,16.287,33.250,46.795,53.537,5,5,True,962
922,Name0922,Dog0922,NL,18.902,25.717,39.151,54.288,5,5,True,963
938,Name0938,Dog0938,NL,9.252,25.721,41.575,54.504,5,5,True,964
57,Name0057,Dog0057,NL,12.177,30.261,47.530,54.734,5,5,True,965
217,Name0217,Dog0217,NL,15.936,21.954,40.334,54.906,5,5,True,966
303,Name0303,Dog0303,NL,11.888,28.091,45.093,55.283,5,5,True,967
800,Name0800,Dog0800,NL,15.066,26.731,39.561,55.836,5,5,True,968
149,Name0149,Dog0149,NL,10.708,28.485,38.835,58.600,5,5,True,969
92,Name0092,Dog0092,NL,19.549,38.968,55.114,59.154,5,5,True,970
727,Name0727,Dog0727,NL,14.034,28.830,45.939,59.235,5,5,True,971
565,Name0565,Dog0565,NL,11.959,25.899,43.542,59.556,5,5,True,972
557,Name0557,Dog0557,NL,14.142,31.401,44.862,59.891,5,5,True,973
897,Name0897,Dog0897,NL,17.296,22.682,41.203,60.107,5,5,True,974
166,Name0166,Dog0166,NL,17.861,31.168,43.598,60.332,5,5,True,975
659,Name0659,Dog0659,NL,18.719,35.607,47.829,61.410,5,5,True,976
305,Name0305,Dog0305,NL,16.688,28.117,47.795,63.220,5,5,True,977
168,Name0168,Dog0168,NL,18.053,36.182,47.769,65.093,5,5,True,978
